Case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,job,class
908,'0<=X<200','existing paid',7,3711,'no known savings','1<=X<4','male mar/wid',27,'skilled',1
909,'no checking','delayed previously',2,3594,'<100','<1','female div/dep/mar',46,'unskilled resident',1
910,'0<=X<200','existing paid',10,3195,'no known savings','1<=X<4','female div/dep/mar',33,'unskilled resident',1
911,'no checking','delayed previously',4,4454,'<100','1<=X<4','female div/dep/mar',34,'skilled',1
912,'0<=X<200','critical/other existing credit',3,4736,'<100','<1','female div/dep/mar',25,'unskilled resident',0
913,'0<=X<200','existing paid',4,2991,'no known savings','>=7','female div/dep/mar',25,'skilled',1
914,'no checking','existing paid',1,2142,'>=1000','>=7','male div/sep',28,'skilled',1
915,'<0','all paid',1,3161,'<100','1<=X<4','male single',31,'skilled',0
916,'0<=X<200','no credits/all paid',0,18424,'<100','1<=X<4','female div/dep/mar',32,'high qualif/self emp/mgmt',0
917,'no checking','existing paid',2,2848,'100<=X<500','1<=X<4','male single',32,'skilled',1
918,'<0','existing paid',10,14896,'<100','>=7','male single',68,'high qualif/self emp/mgmt',0
919,'<0','existing paid',3,2359,'100<=X<500',unemployed,'male div/sep',33,'skilled',0
920,'<0','existing paid',3,3345,'<100','>=7','male single',39,'high qualif/self emp/mgmt',0
921,'no checking','critical/other existing credit',3,1817,'<100','1<=X<4','female div/dep/mar',28,'skilled',1
922,'no checking','delayed previously',4,12749,'500<=X<1000','4<=X<7','male single',37,'high qualif/self emp/mgmt',1
923,'<0','existing paid',4,1366,'<100','<1','female div/dep/mar',22,'skilled',0
924,'0<=X<200','existing paid',10,2002,'<100','4<=X<7','male single',30,'skilled',1
925,'<0','all paid',3,6872,'<100','<1','male div/sep',55,'skilled',0
926,'<0','all paid',10,697,'<100','<1','male single',46,'skilled',0
927,'<0','critical/other existing credit',3,1049,'<100','<1','female div/dep/mar',21,'skilled',1
928,'<0','existing paid',2,10297,'<100','4<=X<7','male single',39,'skilled',0
929,'no checking','existing paid',4,1867,'no known savings','>=7','male single',58,'skilled',1
930,'<0','delayed previously',10,1344,'<100','1<=X<4','male single',43,'unskilled resident',1
931,'<0','existing paid',3,1747,'<100','<1','male single',24,'unskilled resident',1
932,'0<=X<200','existing paid',4,1670,'<100','<1','female div/dep/mar',22,'skilled',0
933,'no checking','critical/other existing credit',10,1224,'<100','1<=X<4','male single',30,'skilled',1
934,'no checking','critical/other existing credit',4,522,'500<=X<1000','>=7','male single',42,'skilled',1
935,'<0','existing paid',4,1498,'<100','1<=X<4','female div/dep/mar',23,'skilled',1
936,'0<=X<200','delayed previously',4,1919,'100<=X<500','<1','male single',30,'high qualif/self emp/mgmt',0
937,'>=200','existing paid',4,745,'<100','1<=X<4','female div/dep/mar',28,'unskilled resident',0
938,'0<=X<200','existing paid',4,2063,'<100','<1','male mar/wid',30,'high qualif/self emp/mgmt',1
939,'0<=X<200','existing paid',7,6288,'<100','1<=X<4','male single',42,'skilled',0
940,'no checking','critical/other existing credit',2,6842,'no known savings','1<=X<4','male single',46,'high qualif/self emp/mgmt',1
941,'no checking','existing paid',10,3527,'no known savings','<1','male single',45,'high qualif/self emp/mgmt',1
942,'no checking','existing paid',10,1546,'<100','1<=X<4','male single',31,'unskilled resident',1
943,'no checking','existing paid',3,929,'no known savings','4<=X<7','male single',31,'skilled',1
944,'no checking','critical/other existing credit',10,1455,'<100','4<=X<7','male single',42,'unskilled resident',1
945,'<0','existing paid',3,1845,'<100','<1','female div/dep/mar',46,'skilled',1
946,'0<=X<200','no credits/all paid',10,8358,'500<=X<1000','<1','female div/dep/mar',30,'skilled',1
947,'<0','all paid',3,3349,'500<=X<1000','<1','male single',30,'skilled',0
948,'no checking','existing paid',10,2859,'no known savings',unemployed,'male single',38,'high qualif/self emp/mgmt',1
949,'no checking','existing paid',3,1533,'<100','<1','male mar/wid',43,'unskilled resident',0
950,'no checking','existing paid',4,3621,'100<=X<500','>=7','male single',31,'skilled',0
951,'0<=X<200','critical/other existing credit',1,3590,'<100',unemployed,'male mar/wid',40,'unemp/unskilled non res',1
952,'<0','delayed previously',1,2145,'<100','4<=X<7','male single',24,'skilled',0
953,'0<=X<200','existing paid',2,4113,'500<=X<1000','<1','female div/dep/mar',28,'skilled',0
954,'no checking','existing paid',3,10974,'<100',unemployed,'female div/dep/mar',26,'high qualif/self emp/mgmt',0
955,'<0','existing paid',10,1893,'<100','1<=X<4','female div/dep/mar',29,'skilled',1
956,'<0','critical/other existing credit',4,1231,'>=1000','>=7','female div/dep/mar',57,'high qualif/self emp/mgmt',1
957,'>=200','critical/other existing credit',4,3656,'no known savings','>=7','male single',49,'unskilled resident',1
958,'0<=X<200','critical/other existing credit',4,1154,'<100','>=7','male single',37,'unskilled resident',1
959,'<0','existing paid',10,4006,'<100','1<=X<4','male single',45,'unskilled resident',0
960,'0<=X<200','existing paid',3,3069,'100<=X<500','>=7','male single',30,'skilled',1
961,'no checking','critical/other existing credit',4,1740,'<100','>=7','male mar/wid',30,'skilled',1
962,'0<=X<200','delayed previously',10,2353,'<100','1<=X<4','male div/sep',47,'skilled',1
963,'no checking','existing paid',10,3556,'no known savings','1<=X<4','male single',29,'skilled',1
964,'no checking','existing paid',4,2397,'500<=X<1000','>=7','male single',35,'skilled',0
965,'0<=X<200','existing paid',6,454,'<100','<1','male mar/wid',22,'unskilled resident',1
966,'0<=X<200','existing paid',4,1715,'no known savings','1<=X<4','female div/dep/mar',26,'skilled',1
967,'0<=X<200','critical/other existing credit',4,2520,'500<=X<1000','1<=X<4','male single',23,'unskilled resident',0
968,'no checking','existing paid',4,3568,'<100','>=7','female div/dep/mar',54,'high qualif/self emp/mgmt',1
969,'no checking','existing paid',4,7166,'no known savings','4<=X<7','male mar/wid',29,'skilled',1
970,'<0','critical/other existing credit',10,3939,'<100','1<=X<4','male single',40,'unskilled resident',1
971,'0<=X<200','existing paid',6,1514,'100<=X<500','1<=X<4','male single',22,'skilled',1
972,'no checking','existing paid',10,7393,'<100','1<=X<4','male single',43,'unskilled resident',1
973,'<0','all paid',10,1193,'<100',unemployed,'female div/dep/mar',29,'unemp/unskilled non res',0
974,'<0','existing paid',1,7297,'<100','>=7','male single',36,'skilled',0
975,'no checking','critical/other existing credit',4,2831,'<100','1<=X<4','female div/dep/mar',33,'skilled',1
976,'>=200','existing paid',4,1258,'500<=X<1000','1<=X<4','female div/dep/mar',57,'unskilled resident',1
977,'0<=X<200','existing paid',4,753,'<100','1<=X<4','female div/dep/mar',64,'skilled',1
978,'0<=X<200','delayed previously',1,2427,'no known savings','>=7','male single',42,'skilled',1
979,'no checking','delayed previously',10,2538,'<100','>=7','male single',47,'unskilled resident',0
980,'0<=X<200','all paid',10,1264,'100<=X<500','1<=X<4','male mar/wid',25,'skilled',0
981,'0<=X<200','critical/other existing credit',3,8386,'<100','4<=X<7','male single',49,'skilled',0
982,'no checking','existing paid',1,4844,'<100',unemployed,'male single',33,'high qualif/self emp/mgmt',0
983,'>=200','existing paid',10,2923,'100<=X<500','1<=X<4','female div/dep/mar',28,'high qualif/self emp/mgmt',1
984,'<0','existing paid',2,8229,'<100','1<=X<4','male single',26,'skilled',0
985,'no checking','critical/other existing credit',3,2028,'<100','4<=X<7','male single',30,'unskilled resident',1
986,'<0','critical/other existing credit',3,1433,'<100','1<=X<4','female div/dep/mar',25,'skilled',1
987,'>=200','no credits/all paid',1,6289,'<100','<1','male div/sep',33,'skilled',1
988,'no checking','existing paid',4,1409,'100<=X<500',unemployed,'female div/dep/mar',64,'skilled',1
989,'<0','existing paid',2,6579,'<100',unemployed,'male single',29,'high qualif/self emp/mgmt',1
990,'0<=X<200','critical/other existing credit',4,1743,'<100','>=7','male single',48,'unskilled resident',1
991,'no checking','critical/other existing credit',7,3565,'no known savings','<1','male single',37,'unskilled resident',1
992,'no checking','all paid',4,1569,'100<=X<500','>=7','male single',34,'unskilled resident',1
993,'<0','existing paid',4,1936,'no known savings','4<=X<7','male mar/wid',23,'unskilled resident',1
994,'<0','existing paid',3,3959,'<100',unemployed,'male single',30,'high qualif/self emp/mgmt',1
995,'no checking','existing paid',10,2390,'no known savings','>=7','male single',50,'skilled',1
996,'no checking','existing paid',3,1736,'<100','4<=X<7','female div/dep/mar',31,'unskilled resident',1
997,'<0','existing paid',2,3857,'<100','1<=X<4','male div/sep',40,'high qualif/self emp/mgmt',1
998,'no checking','existing paid',4,804,'<100','>=7','male single',38,'skilled',1
999,'<0','existing paid',4,1845,'<100','1<=X<4','male single',23,'skilled',0
1000,'0<=X<200','critical/other existing credit',2,4576,'100<=X<500',unemployed,'male single',27,'skilled',1
